,name,location,tweet,friends,followers,status_count,time,device_type,sentiments,text
477,JohnEzeakolam,place without pmb as president,@thecableng @mbuhari @atiku @peterobi 🇳🇬 can not soldier on at d current dispensation. it is foolhardy to believe g… https://t.co/ecusi7yhyv,1006,552,8192,2019-10-30 14:58:07+00:00,android,neutral,thecableng mbuhari atiku peterobi soldier current dispensation foolhardy believe g
478,OfficialAPCKD,"kaduna state, nigeria",rt @officialapcng: the all progressives congress (apc) welcomes the supreme court’s dismissal of the appeal filed by the @officialpdpnig an…,272,15415,15930,2019-10-30 14:58:08+00:00,iOS,neutral,officialapcng progressive congress apc welcome supreme court dismissal appeal filed officialpdpnig
479,tiredgamble,"victoria island, nigeria","rt @ehix07: but, boys cash out on that atiku server/ict dagbo when pdp and followers and partners pushed here on line, those guys and belie…",518,119,5254,2019-10-30 14:58:09+00:00,iOS,neutral,ehix07 boy cash atiku server ict dagbo pdp follower partner pushed line guy belie
480,nerdy_07,none,rt @deeoneayekooto: idiagbon was in saudi arabia when ibb overthrew buhari government in 1985. pmb is in saudi arabia today when buhari gov…,575,238,1965,2019-10-30 14:58:09+00:00,android,neutral,deeoneayekooto idiagbon saudi arabia ibb overthrew buhari government 1985 pmb saudi arabia today buhari gov
481,lillie_lymaxx,"calabar, nigeria",rt @deeoneayekooto: idiagbon was in saudi arabia when ibb overthrew buhari government in 1985. pmb is in saudi arabia today when buhari gov…,1378,1627,32324,2019-10-30 14:58:10+00:00,android,neutral,deeoneayekooto idiagbon saudi arabia ibb overthrew buhari government 1985 pmb saudi arabia today buhari gov
482,bankmj,ibadan,rt @chiefojukwu: in shā allāh is arabic not 'muslim' for 'god willing'. it is only nigerians who mistake the language 'arabic' for 'islam'…,1359,829,16654,2019-10-30 14:58:10+00:00,android,positive,chiefojukwu sh h arabic muslim god willing nigerian mistake language arabic islam
483,RealTutsi,"wan chai district, hong kong","rt @ade_nurayn: atiku lawyers cashed out big time. they looked him in the eyes &amp; told him he had a case. from the inec server talks, to the…",1446,1870,57539,2019-10-30 14:58:12+00:00,android,neutral,ade nurayn atiku lawyer cashed big time looked eye amp told case inec server talk
484,mayorbau,none,"rt @mickiebrownkie: they thought it was a joke when we told them that their mcm has no case in court, he was just a power monger. @atiku fe…",1446,1004,69448,2019-10-30 14:58:12+00:00,android,neutral,mickiebrownkie thought joke told mcm case court power monger atiku fe
485,aayobanks,🌍 ,"rt @realsolakuti: dear nigerians, the matter don cast. 
pdp cannot save you.
atiku cannot save you.
the judiciary cannot save you.
the legi…",458,65,1023,2019-10-30 14:58:14+00:00,android,neutral,realsolakuti dear nigerian matter cast pdp cannot save atiku cannot save judiciary cannot save legi
486,OfficialAPCKD,"kaduna state, nigeria","rt @officialapcng: ..the @officialpdpnig and @atiku petition, the apex court was apt in dismissing the appeal for lacking merit.

the party…",272,15415,15932,2019-10-30 14:58:15+00:00,iOS,positive,officialapcng officialpdpnig atiku petition apex court apt dismissing appeal lacking merit party
487,Olawaleibb,"lagos, nigeria",@william_ukpe do you even know that the man you supported is the real definition of a tyrant?nigerians will be safe.,1660,953,2965,2019-10-30 14:58:15+00:00,other,positive,william ukpe even know man supported real definition tyrant nigerian safe
488,Poshiblinz4,lagos nigeria//ig=poshiblinks,rt @channelstv: breaking: supreme court dismisses atiku’s appeal. https://t.co/1vjszbyinf https://t.co/2utb7p69wz,4998,2755,60080,2019-10-30 14:58:15+00:00,other,neutral,channelstv breaking supreme court dismisses atiku appeal
489,TayoSays,l'afrique noire,wailer twitter must be on fire right now. rting spree.,660,1306,132198,2019-10-30 14:58:16+00:00,android,positive,wailer twitter must fire right rting spree
490,tyslimmie,in the middle of nowhere,"these atiku jokes are now stale, abi ta la na, ta ni ara nro gan?",1086,1251,11371,2019-10-30 14:58:16+00:00,android,negative,atiku joke stale abi ta la na ta ni ara nro gan
491,XL2LETTERS,lagos,"rt @william_ukpe: atiku was not the only person that lost in the supreme court.

nigerian democrat institutions lost today,

we are officia…",4096,3852,133100,2019-10-30 14:58:17+00:00,android,neutral,william ukpe atiku person lost supreme court nigerian democrat institution lost today officia
492,Mc_Paul1,"benin-city, nigeria","rt @bashirahmaad: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, atiku abubakar,…",1201,379,6539,2019-10-30 14:58:18+00:00,android,neutral,bashirahmaad supreme court dismissed appeal filed people democratic party pdp candidate atiku abubakar
493,OfficialAPCKD,"kaduna state, nigeria","rt @officialapcng: with the ruling of the supreme court, which has finally affirmed president buhari's election victory, we enjoin the pdp…",272,15415,15934,2019-10-30 14:58:20+00:00,iOS,neutral,officialapcng ruling supreme court finally affirmed president buhari election victory enjoin pdp
494,AtandaTewogbola,"lagos, nigeria","rt @cbngov_akin1: atiku, the president of nigerians in dubai right now after the supreme court judgment. 
so much $$$$ gone to pdp and e-ya…",1127,616,54090,2019-10-30 14:58:20+00:00,android,positive,cbngov akin1 atiku president nigerian dubai right supreme court judgment much gone pdp e ya
495,darmmie4luv,somewhere around the 🌎world,"atiku rejects supreme court judgement, heads to port harcourt.",3306,3480,16474,2019-10-30 14:58:22+00:00,android,neutral,atiku reject supreme court judgement head port harcourt
496,Virtueyusuff,"osun, nigeria","rt @mstyma_: some of you will not die well, you kept pushing alhaji atiku and still won’t stop. if he is your father will you want him to w…",887,962,1315,2019-10-30 14:58:23+00:00,android,neutral,mstyma die well kept pushing alhaji atiku still stop father want w
497,OfficialAPCKD,"kaduna state, nigeria",rt @officialapcng: the pdp and atiku should not confuse opposition politics for their unpatriotic agenda. democratic politics cannot be pra…,272,15415,15935,2019-10-30 14:58:23+00:00,iOS,neutral,officialapcng pdp atiku confuse opposition politics unpatriotic agenda democratic politics cannot pra
498,salamilukman,"kaduna, nigeria","rt @osi_suave: it wasnt a tyranny when buhari lost at this supreme court 3 times   

it wasnt a tyranny when the supreme court dropped the…",4994,5192,2197,2019-10-30 14:58:23+00:00,android,neutral,osi suave wasnt tyranny buhari lost supreme court 3 time wasnt tyranny supreme court dropped
499,ugiagbe_Divine,"edo state, nigeria",rt @demolarewaju: it’s now quite obvious that the farce of a democracy being practised under apc and buhari may not end anytime soon as the…,682,566,24029,2019-10-30 14:58:24+00:00,iOS,negative,demolarewaju quite obvious farce democracy practised apc buhari may end anytime soon
500,Likes_555,❤,"rt @realchizoba: dear tweeps🙏🔥🔥

my attention has been drawn to the fact that atiku loses at the supreme court

no acrimony, comment ""atiku…",38,976,3879,2019-10-30 14:58:25+00:00,android,negative,realchizoba dear tweeps attention drawn fact atiku loses supreme court acrimony comment atiku
501,vince_vocals,"lagos, nigeria",rt @channelstv: breaking: supreme court dismisses atiku’s appeal. https://t.co/1vjszbyinf https://t.co/2utb7p69wz,291,139,856,2019-10-30 14:58:26+00:00,android,neutral,channelstv breaking supreme court dismisses atiku appeal
502,woye1,nigeria,rt @johnlikinyo: never again to loot and grow policy. @apcnigeria @officialpdpnig @atiku @ngrpresident @woye1 @trolls_queen https://t.co/74…,8738,14997,152904,2019-10-30 14:58:27+00:00,iOS,neutral,johnlikinyo never loot grow policy apcnigeria officialpdpnig atiku ngrpresident woye1 troll queen
503,captkennypeter,"lagos, nigeria","rt @mobilepunch: breaking: supreme court delivers first ruling against atiku, pdp
https://t.co/w56rxrjdx6
#wednesdaymotivation",1935,2246,32417,2019-10-30 14:58:27+00:00,android,positive,mobilepunch breaking supreme court delivers first ruling atiku pdp wednesdaymotivation
504,abubaba1,"abuja, nigeria",rt @ediong: atiku was never gonna win...he knew this from day zero. he was buying time and also using our commonwealth to try to wipe his s…,420,655,53636,2019-10-30 14:58:29+00:00,android,neutral,ediong atiku never gonna win knew day zero buying time also using commonwealth try wipe
505,kill_headward,anywhere,😭😭😭😭😭😂😂😂😂,1786,1272,15439,2019-10-30 14:58:30+00:00,android,neutral,
506,LagosTalker,festac mayor,"@nvwole @atiku give credit to who? 
buhari? for what? 🤷🏽‍♂️
lmao i pay taxes so why should i give credit to him. is… https://t.co/tsqbxmorqy",352,576,17326,2019-10-30 14:58:33+00:00,iOS,positive,nvwole atiku give credit buhari lmao pay tax give credit
507,HaidarAbban,1t ,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",60,60,2312,2019-10-30 14:58:33+00:00,iOS,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
508,tiredgamble,"victoria island, nigeria",rt @johannxs: atiku’s lawyers are the ultimate winners. 🤫😉 💵 #atikuisgone,518,119,5255,2019-10-30 14:58:33+00:00,iOS,neutral,johannxs atiku lawyer ultimate winner atikuisgone
509,bulu_kay,none,"rt @fkeyamo: congratulations nigeria! all the lies and deceit have come to a crushing halt. about 7 months ago, i said the substance of the…",320,355,15608,2019-10-30 14:58:34+00:00,android,positive,fkeyamo congratulation nigeria lie deceit come crushing halt 7 month ago said substance
510,PDP_2023,none,"rt @thecableng: video: this judgement is not about @mbuhari or @atiku, it's about the future of #nigeria, says @peterobi #supremecourt http…",1314,20492,108288,2019-10-30 14:58:35+00:00,android,neutral,thecableng video judgement mbuhari atiku future nigeria say peterobi supremecourt
511,kcwaney23,lagos ,"rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",1369,1465,10120,2019-10-30 14:58:35+00:00,android,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
512,Franssy98,nigeria,"rt @post_nigeria: #breaking: ‘@officialapcng #supremecourt dumps @atiku’s appeal in the dirty gutters, delivers judgement https://t.co/xi8a…",10242,11570,6773,2019-10-30 14:58:35+00:00,iOS,negative,post nigeria breaking officialapcng supremecourt dump atiku appeal dirty gutter delivers judgement
513,UthmanOlaide,higher than ur expectation,"let the wailers start wailing! 
breaking: supreme court dismisses atiku’s appeal, affirms buhari’s election… https://t.co/b2lmtut0xu",815,1627,71181,2019-10-30 14:58:36+00:00,other,neutral,let wailer start wailing breaking supreme court dismisses atiku appeal affirms buhari election
514,NwokeAsaba,"new jersey, usa","“to announce that there must be no criticism of the president or that we are to stand by the president, right or wr… https://t.co/xx5go2vb6b",581,537,34549,2019-10-30 14:58:36+00:00,iOS,positive,announce must criticism president stand president right wr
515,iam_BzAqua,calabar,"i thought this matter between atiku and pmb ended  

supreme court and cjn don't allow pmb to hear this🤔

let me ch… https://t.co/jkgzwq5dgv",9543,11213,11015,2019-10-30 14:58:41+00:00,android,neutral,thought matter atiku pmb ended supreme court cjn allow pmb hear let ch
516,LeemanAbdullah,abuja,rt @bashirahmaad: the supreme court has rejected the plea of the peoples democratic party (pdp) to adopt all its interlocutory appeals alon…,1139,1137,3583,2019-10-30 14:58:41+00:00,android,neutral,bashirahmaad supreme court rejected plea people democratic party pdp adopt interlocutory appeal alon
517,joevankas,uk,@daily_trust @atiku @mbuhari @officialpdpnig @officialapcng he will never cum again!,316,466,30811,2019-10-30 14:58:43+00:00,iOS,neutral,daily trust atiku mbuhari officialpdpnig officialapcng never cum
518,codshalom77,"houston, tx","rt @akaebube: my attention has been drawn to the fact that supreme court has dismissed atiku's appeal

today's episode reminds of when clat…",1916,1688,31602,2019-10-30 14:58:43+00:00,other,neutral,akaebube attention drawn fact supreme court dismissed atiku appeal today episode reminds clat
519,coretvnewsng,lagos nigeria,"presidential election: supreme court dismisses atiku’s appeal

the supreme court has dismissed the appeal filed by… https://t.co/tl21bhlptb",1557,8682,36292,2019-10-30 14:58:43+00:00,other,neutral,presidential election supreme court dismisses atiku appeal supreme court dismissed appeal filed
520,Funkemyfun,in my cubicle. ,"rt @jeffphilips1: breaking: server bien, no merci😢😢

supreme court dismisses atiku's appeal against buhari's victory – thecable https://t.c…",494,2239,37259,2019-10-30 14:58:44+00:00,android,neutral,jeffphilips1 breaking server bien merci supreme court dismisses atiku appeal buhari victory thecable
521,mayorbau,none,"rt @bashirahmaad: the supreme court has dismissed the appeal filed by the peoples democratic party (pdp) and its candidate, atiku abubakar,…",1446,1004,69449,2019-10-30 14:58:45+00:00,android,neutral,bashirahmaad supreme court dismissed appeal filed people democratic party pdp candidate atiku abubakar
522,delejackson3,"lagos, nigeria",#atikuiscomingagain my foot. what next oga @atiku and @officialpdpnig. empty vessels who has absolutely nothing to… https://t.co/ipzey6zvkm,997,32,438,2019-10-30 14:58:48+00:00,android,positive,atikuiscomingagain foot next oga atiku officialpdpnig empty vessel absolutely nothing
